cell_barcode;orig.ident;nCount_RNA;nFeature_RNA;subproject;library_id;index;donor_id.x;fastq_path_r1;fastq_path_r2;symbolic_link_r1;symbolic_link_r2;zUMI_barcode;plate;original_barcode;well;sample_id;donor_id.y;tissue;time_point;sample_description;sampling_time;sample_description_FN;Exclude_FN
EMMFGWLT;SeuratProject;488777;1304;CLL_52;AG0485;N702-S506-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N702-S506-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N702-S506-NX-xt_2.fastq.gz;CLL_05-599_S84_L001_R1_001.fastq.gz;CLL_05-599_S84_L001_R2_001.fastq.gz;EMMFGWLT;P2468;P2468_N702-S506;CLL_05_599_D02;05/599;63;PB;T1;NA;NA;pretreatment;NA
EMRPKYYJ;SeuratProject;481891;2743;CLL_52;AG0113;N712-S517-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N712-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N712-S517-NX-xt_2.fastq.gz;CLL_14-2116_S354_L007_R1_001.fastq.gz;CLL_14-2116_S354_L007_R2_001.fastq.gz;EMRPKYYJ;P2466;P2466_N712-S517;CLL_14_2116_D10;14/2116;63;LN;T3;NA;NA;RS;NA
ENPXZCRC;SeuratProject;355986;2041;CLL_52;AG0112;N712-S516-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N712-S516-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N712-S516-NX-xt_2.fastq.gz;CLL_14-2116_S105_L007_R1_001.fastq.gz;CLL_14-2116_S105_L007_R2_001.fastq.gz;ENPXZCRC;P2466;P2466_N712-S516;CLL_14_2116_C10;14/2116;63;LN;T3;NA;NA;RS;NA
ENYDKTDE;SeuratProject;411193;867;CLL_52;AG0534;N710-S507-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N710-S507-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N710-S507-NX-xt_2.fastq.gz;CLL_10-7434_S267_L001_R1_001.fastq.gz;CLL_10-7434_S267_L001_R2_001.fastq.gz;ENYDKTDE;P2468;P2468_N710-S507;CLL_10_7434_E08;10/7434;63;PB;T2;NA;NA;posttreatment;NA
EPGOYCMH;SeuratProject;502737;853;CLL_52;AG0666;N701-S513-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N701-S513-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N701-S513-NX-xt_2.fastq.gz;CLL_05-599_S182_L001_R1_001.fastq.gz;CLL_05-599_S182_L001_R2_001.fastq.gz;EPGOYCMH;P2470;P2470_N701-S513;CLL_05_599_A01;05/599;63;PB;T1;NA;NA;pretreatment;NA
EQKSGLTA;SeuratProject;347507;801;CLL_52;AF9628;N726-S510-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N726-S510-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N726-S510-NX-xt_2.fastq.gz;CLL_10-7434_S156_L006_R1_001.fastq.gz;CLL_10-7434_S156_L006_R2_001.fastq.gz;EQKSGLTA;P2461;P2461_N726-S510;CLL_10_7434_G09;10/7434;63;PB;T2;NA;NA;posttreatment;NA
ERFDWLFQ;SeuratProject;384807;594;CLL_52;AG0676;N702-S516-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N702-S516-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N702-S516-NX-xt_2.fastq.gz;CLL_05-599_S56_L001_R1_001.fastq.gz;CLL_05-599_S56_L001_R2_001.fastq.gz;ERFDWLFQ;P2470;P2470_N702-S516;CLL_05_599_C02;05/599;63;PB;T1;NA;NA;pretreatment;NA
ERQRIDPK;SeuratProject;390427;1441;CLL_52;AG0627;N724-S503-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N724-S503-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N724-S503-NX-xt_2.fastq.gz;CLL_10-7434_S309_L001_R1_001.fastq.gz;CLL_10-7434_S309_L001_R2_001.fastq.gz;ERQRIDPK;P2469;P2469_N724-S503;CLL_10_7434_B08;10/7434;63;PB;T2;NA;NA;posttreatment;NA
ERSLDIRG;SeuratProject;366706;1044;CLL_52;AG0162;N720-S518-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N720-S518-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N720-S518-NX-xt_2.fastq.gz;CLL_05-76_S138_L007_R1_001.fastq.gz;CLL_05-76_S138_L007_R2_001.fastq.gz;ERSLDIRG;P2467;P2467_N720-S518;CLL_05_76_E04;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
ESLPIQVA;SeuratProject;412202;680;CLL_52;AG0629;N724-S506-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N724-S506-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N724-S506-NX-xt_2.fastq.gz;CLL_10-7434_S201_L001_R1_001.fastq.gz;CLL_10-7434_S201_L001_R2_001.fastq.gz;ESLPIQVA;P2469;P2469_N724-S506;CLL_10_7434_D08;10/7434;63;PB;T2;NA;NA;posttreatment;NA
ESQFVBCE;SeuratProject;447715;666;CLL_52;AG0541;N711-S506-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N711-S506-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N711-S506-NX-xt_2.fastq.gz;CLL_10-7434_S268_L001_R1_001.fastq.gz;CLL_10-7434_S268_L001_R2_001.fastq.gz;ESQFVBCE;P2468;P2468_N711-S506;CLL_10_7434_D09;10/7434;63;PB;T2;NA;NA;posttreatment;NA
ETDMBHLF;SeuratProject;279580;1311;CLL_52;AG0063;N704-S515-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N704-S515-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N704-S515-NX-xt_2.fastq.gz;CLL_05-76_S377_L007_R1_001.fastq.gz;CLL_05-76_S377_L007_R2_001.fastq.gz;ETDMBHLF;P2466;P2466_N704-S515;CLL_05_76_B04;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
ETIPMOVN;SeuratProject;435765;977;CLL_52;AG0147;N718-S520-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N718-S520-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N718-S520-NX-xt_2.fastq.gz;CLL_05-599_S223_L007_R1_001.fastq.gz;CLL_05-599_S223_L007_R2_001.fastq.gz;ETIPMOVN;P2467;P2467_N718-S520;CLL_05_599_F02;05/599;63;PB;T1;NA;NA;pretreatment;NA
ETLWDAFJ;SeuratProject;304277;884;CLL_52;AG0500;N704-S505-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N704-S505-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N704-S505-NX-xt_2.fastq.gz;CLL_05-76_S292_L001_R1_001.fastq.gz;CLL_05-76_S292_L001_R2_001.fastq.gz;ETLWDAFJ;P2468;P2468_N704-S505;CLL_05_76_C04;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
ETPTXSLR;SeuratProject;272;233;CLL_52;AG0771;N718-S515-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N718-S515-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N718-S515-NX-xt_2.fastq.gz;CLL_05-599_S81_L001_R1_001.fastq.gz;CLL_05-599_S81_L001_R2_001.fastq.gz;ETPTXSLR;P2471;P2471_N718-S515;CLL_05_599_B02;05/599;63;PB;T1;NA;NA;pretreatment;NA
ETZGVQNP;SeuratProject;517291;3989;CLL_52;AG0122;N714-S518-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N714-S518-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N714-S518-NX-xt_2.fastq.gz;CLL_14-2116_S125_L007_R1_001.fastq.gz;CLL_14-2116_S125_L007_R2_001.fastq.gz;ETZGVQNP;P2466;P2466_N714-S518;CLL_14_2116_E11;14/2116;63;LN;T3;NA;NA;RS;NA
EUKTWWIS;SeuratProject;471093;2623;CLL_52;AG0550;N712-S507-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N712-S507-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N712-S507-NX-xt_2.fastq.gz;CLL_14-2116_S287_L001_R1_001.fastq.gz;CLL_14-2116_S287_L001_R2_001.fastq.gz;EUKTWWIS;P2468;P2468_N712-S507;CLL_14_2116_E10;14/2116;63;LN;T3;NA;NA;RS;NA
EUNJPYDS;SeuratProject;379551;3170;CLL_52;AF9837;N728-S522-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N728-S522-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N728-S522-NX-xt_2.fastq.gz;CLL_14-2116_S123_L006_R1_001.fastq.gz;CLL_14-2116_S123_L006_R2_001.fastq.gz;EUNJPYDS;P2463;P2463_N728-S522;CLL_14_2116_H11;14/2116;63;LN;T3;NA;NA;RS;NA
EWAKSHVX;SeuratProject;323317;823;CLL_52;AF9673;N703-S517-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N703-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N703-S517-NX-xt_2.fastq.gz;CLL_05-599_S176_L006_R1_001.fastq.gz;CLL_05-599_S176_L006_R2_001.fastq.gz;EWAKSHVX;P2462;P2462_N703-S517;CLL_05_599_D03;05/599;63;PB;T1;NA;NA;pretreatment;NA
EWFETJUS;SeuratProject;343408;1821;CLL_52;AG0754;N715-S513-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N715-S513-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N715-S513-NX-xt_2.fastq.gz;CLL_14-2116_S259_L001_R1_001.fastq.gz;CLL_14-2116_S259_L001_R2_001.fastq.gz;EWFETJUS;P2470;P2470_N715-S513;CLL_14_2116_A12;14/2116;63;LN;T3;NA;NA;RS;NA
EWIZWNCM;SeuratProject;339084;729;CLL_52;AG0683;N703-S515-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N703-S515-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N703-S515-NX-xt_2.fastq.gz;CLL_05-599_S98_L001_R1_001.fastq.gz;CLL_05-599_S98_L001_R2_001.fastq.gz;EWIZWNCM;P2470;P2470_N703-S515;CLL_05_599_B03;05/599;63;PB;T1;NA;NA;pretreatment;NA
EWSOUWGH;SeuratProject;467314;1238;CLL_52;AG0169;N721-S517-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N721-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N721-S517-NX-xt_2.fastq.gz;CLL_05-76_S131_L007_R1_001.fastq.gz;CLL_05-76_S131_L007_R2_001.fastq.gz;EWSOUWGH;P2467;P2467_N721-S517;CLL_05_76_D05;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
EXUKPEHZ;SeuratProject;467338;966;CLL_52;AG0499;N704-S503-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N704-S503-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N704-S503-NX-xt_2.fastq.gz;CLL_05-76_S35_L001_R1_001.fastq.gz;CLL_05-76_S35_L001_R2_001.fastq.gz;EXUKPEHZ;P2468;P2468_N704-S503;CLL_05_76_B04;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
EZCOWBKH;SeuratProject;405719;2162;CLL_52;AF9545;N714-S506-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N714-S506-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N714-S506-NX-xt_2.fastq.gz;CLL_14-2116_S69_L006_R1_001.fastq.gz;CLL_14-2116_S69_L006_R2_001.fastq.gz;EZCOWBKH;P2460;P2460_N714-S506;CLL_14_2116_D11;14/2116;63;LN;T3;NA;NA;RS;NA
EZMEXMTC;SeuratProject;518140;2117;CLL_52;AG0559;N714-S508-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N714-S508-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N714-S508-NX-xt_2.fastq.gz;CLL_14-2116_S345_L001_R1_001.fastq.gz;CLL_14-2116_S345_L001_R2_001.fastq.gz;EZMEXMTC;P2468;P2468_N714-S508;CLL_14_2116_F11;14/2116;63;LN;T3;NA;NA;RS;NA
FBSLJVNJ;SeuratProject;353820;2458;CLL_52;AF9841;N729-S517-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N729-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N729-S517-NX-xt_2.fastq.gz;CLL_14-2116_S81_L006_R1_001.fastq.gz;CLL_14-2116_S81_L006_R2_001.fastq.gz;FBSLJVNJ;P2463;P2463_N729-S517;CLL_14_2116_D12;14/2116;63;LN;T3;NA;NA;RS;NA
FBXHTPRM;SeuratProject;277720;830;CLL_52;AF9671;N703-S515-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N703-S515-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N703-S515-NX-xt_2.fastq.gz;CLL_05-599_S377_L006_R1_001.fastq.gz;CLL_05-599_S377_L006_R2_001.fastq.gz;FBXHTPRM;P2462;P2462_N703-S515;CLL_05_599_B03;05/599;63;PB;T1;NA;NA;pretreatment;NA
FCMMAGHF;SeuratProject;258981;1921;CLL_52;AG0652;N728-S505-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N728-S505-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N728-S505-NX-xt_2.fastq.gz;CLL_14-2116_S4_L001_R1_001.fastq.gz;CLL_14-2116_S4_L001_R2_001.fastq.gz;FCMMAGHF;P2469;P2469_N728-S505;CLL_14_2116_C11;14/2116;63;LN;T3;NA;NA;RS;NA
FFGDOGLJ;SeuratProject;395005;1204;CLL_52;AF9797;N722-S522-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N722-S522-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N722-S522-NX-xt_2.fastq.gz;CLL_05-76_S220_L006_R1_001.fastq.gz;CLL_05-76_S220_L006_R2_001.fastq.gz;FFGDOGLJ;P2463;P2463_N722-S522;CLL_05_76_H06;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
FFKQPMFD;SeuratProject;513347;1939;CLL_52;AF9829;N727-S522-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N727-S522-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N727-S522-NX-xt_2.fastq.gz;CLL_14-2116_S52_L006_R1_001.fastq.gz;CLL_14-2116_S52_L006_R2_001.fastq.gz;FFKQPMFD;P2463;P2463_N727-S522;CLL_14_2116_H10;14/2116;63;LN;T3;NA;NA;RS;NA
FFMKPVLG;SeuratProject;94067;294;CLL_52;AG0709;N706-S517-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N706-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N706-S517-NX-xt_2.fastq.gz;CLL_05-76_S256_L001_R1_001.fastq.gz;CLL_05-76_S256_L001_R2_001.fastq.gz;FFMKPVLG;P2470;P2470_N706-S517;CLL_05_76_D06;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
FFUERVCP;SeuratProject;282701;821;CLL_52;AF9480;N703-S505-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N703-S505-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N703-S505-NX-xt_2.fastq.gz;CLL_05-599_S214_L006_R1_001.fastq.gz;CLL_05-599_S214_L006_R2_001.fastq.gz;FFUERVCP;P2460;P2460_N703-S505;CLL_05_599_C03;05/599;63;PB;T1;NA;NA;pretreatment;NA
FGNNSBND;SeuratProject;210860;724;CLL_52;AG0056;N703-S516-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N703-S516-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N703-S516-NX-xt_2.fastq.gz;CLL_05-599_S103_L007_R1_001.fastq.gz;CLL_05-599_S103_L007_R2_001.fastq.gz;FGNNSBND;P2466;P2466_N703-S516;CLL_05_599_C03;05/599;63;PB;T1;NA;NA;pretreatment;NA
FIXZPEWF;SeuratProject;485673;2646;CLL_52;AG0018;N727-S507-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N727-S507-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N727-S507-NX-xt_2.fastq.gz;CLL_14-2116_S85_L007_R1_001.fastq.gz;CLL_14-2116_S85_L007_R2_001.fastq.gz;FIXZPEWF;P2465;P2465_N727-S507;CLL_14_2116_E10;14/2116;63;LN;T3;NA;NA;RS;NA
FKDEFUIO;SeuratProject;406541;1049;CLL_52;AG0074;N705-S518-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N705-S518-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N705-S518-NX-xt_2.fastq.gz;CLL_05-76_S27_L007_R1_001.fastq.gz;CLL_05-76_S27_L007_R2_001.fastq.gz;FKDEFUIO;P2466;P2466_N705-S518;CLL_05_76_E05;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
FLFGXGDK;SeuratProject;493070;3631;CLL_52;AF9933;N714-S511-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N714-S511-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N714-S511-NX-xt_2.fastq.gz;CLL_14-2116_S144_L007_R1_001.fastq.gz;CLL_14-2116_S144_L007_R2_001.fastq.gz;FLFGXGDK;P2464;P2464_N714-S511;CLL_14_2116_H11;14/2116;63;LN;T3;NA;NA;RS;NA
FMDQJIQK;SeuratProject;292726;1117;CLL_52;AG0595;N720-S503-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N720-S503-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N720-S503-NX-xt_2.fastq.gz;CLL_05-76_S374_L001_R1_001.fastq.gz;CLL_05-76_S374_L001_R2_001.fastq.gz;FMDQJIQK;P2469;P2469_N720-S503;CLL_05_76_B04;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
FOTSEVXX;SeuratProject;716507;4401;CLL_52;AG0843;N728-S515-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N728-S515-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N728-S515-NX-xt_2.fastq.gz;CLL_14-2116_S34_L001_R1_001.fastq.gz;CLL_14-2116_S34_L001_R2_001.fastq.gz;FOTSEVXX;P2471;P2471_N728-S515;CLL_14_2116_B11;14/2116;63;LN;T3;NA;NA;RS;NA
FRSKBEQN;SeuratProject;382102;1175;CLL_52;AF9786;N721-S518-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N721-S518-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N721-S518-NX-xt_2.fastq.gz;CLL_05-76_S36_L006_R1_001.fastq.gz;CLL_05-76_S36_L006_R2_001.fastq.gz;FRSKBEQN;P2463;P2463_N721-S518;CLL_05_76_E05;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
FSDVFJNQ;SeuratProject;438807;2651;CLL_52;AF9939;N715-S508-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N715-S508-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N715-S508-NX-xt_2.fastq.gz;CLL_14-2116_S236_L007_R1_001.fastq.gz;CLL_14-2116_S236_L007_R2_001.fastq.gz;FSDVFJNQ;P2464;P2464_N715-S508;CLL_14_2116_F12;14/2116;63;LN;T3;NA;NA;RS;NA
FTFXHVJL;SeuratProject;320546;830;CLL_52;AF9470;N702-S502-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N702-S502-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N702-S502-NX-xt_2.fastq.gz;CLL_05-599_S6_L006_R1_001.fastq.gz;CLL_05-599_S6_L006_R2_001.fastq.gz;FTFXHVJL;P2460;P2460_N702-S502;CLL_05_599_A02;05/599;63;PB;T1;NA;NA;pretreatment;NA
FTNTDXCZ;SeuratProject;454861;1281;CLL_52;AG0198;N726-S513-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N726-S513-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N726-S513-NX-xt_2.fastq.gz;CLL_10-7434_S285_L007_R1_001.fastq.gz;CLL_10-7434_S285_L007_R2_001.fastq.gz;FTNTDXCZ;P2467;P2467_N726-S513;CLL_10_7434_A09;10/7434;63;PB;T2;NA;NA;posttreatment;NA
FTVKOPYJ;SeuratProject;378778;1149;CLL_52;AG0190;N724-S513-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N724-S513-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N724-S513-NX-xt_2.fastq.gz;CLL_10-7434_S200_L007_R1_001.fastq.gz;CLL_10-7434_S200_L007_R2_001.fastq.gz;FTVKOPYJ;P2467;P2467_N724-S513;CLL_10_7434_A08;10/7434;63;PB;T2;NA;NA;posttreatment;NA
FUVPHKOJ;SeuratProject;349857;1361;CLL_52;AF9627;N726-S508-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N726-S508-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N726-S508-NX-xt_2.fastq.gz;CLL_10-7434_S265_L006_R1_001.fastq.gz;CLL_10-7434_S265_L006_R2_001.fastq.gz;FUVPHKOJ;P2461;P2461_N726-S508;CLL_10_7434_F09;10/7434;63;PB;T2;NA;NA;posttreatment;NA
FVXVBTTY;SeuratProject;278905;973;CLL_52;AF9683;N704-S520-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N704-S520-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N704-S520-NX-xt_2.fastq.gz;CLL_05-76_S249_L006_R1_001.fastq.gz;CLL_05-76_S249_L006_R2_001.fastq.gz;FVXVBTTY;P2462;P2462_N704-S520;CLL_05_76_F04;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
FWATOLWI;SeuratProject;333590;841;CLL_52;AG0798;N721-S518-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N721-S518-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N721-S518-NX-xt_2.fastq.gz;CLL_05-76_S214_L001_R1_001.fastq.gz;CLL_05-76_S214_L001_R2_001.fastq.gz;FWATOLWI;P2471;P2471_N721-S518;CLL_05_76_E05;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
FXEADEOX;SeuratProject;459170;1196;CLL_52;AF9509;N706-S511-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N706-S511-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N706-S511-NX-xt_2.fastq.gz;CLL_05-76_S126_L006_R1_001.fastq.gz;CLL_05-76_S126_L006_R2_001.fastq.gz;FXEADEOX;P2460;P2460_N706-S511;CLL_05_76_H06;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
